UP-log2(FC)	UP-entry	UP-mgi_symbol	UP-refseq_mrna	UP-entrezgene	UP-description
3.11950571302384	604	Prkcb	0	18751	protein kinase C
3.11895485394947	10062	Gpr183	NM_183031	321019	G protein-coupled receptor 183 [Source:MGI Symbol
3.11889225373373	178	Ppp1r9a	0	243725	protein phosphatase 1
3.11832941030676	340	Pdgfc	NM_019971	54635	platelet-derived growth factor
3.11763082559831	502	Dtl	NM_001305233	76843	denticleless E3 ubiquitin protein ligase [Source:MGI Symbol
3.10934099518574	850	Zfp810	NM_145612	235050	zinc finger protein 810 [Source:MGI Symbol
3.10820700993747	3714	Pde3b	NM_011055	18576	phosphodiesterase 3B
3.10235578296739	7585	Rps19-ps6	0	NA	ribosomal protein S19
3.10166703973703	4739	Gm10020	0	NA	predicted pseudogene 10020 [Source:MGI Symbol
3.0913944996984	1290	0	0	NA	0
3.09073027228719	1622	Hist2h3b	NM_178215	319154	histone cluster 2
3.09052243281557	2042	Pank1	NM_001114339	75735	pantothenate kinase 1 [Source:MGI Symbol
3.09048623452121	1932	Nectin1	NM_021424	58235	nectin cell adhesion molecule 1 [Source:MGI Symbol
3.08931265193869	721	H2-Ob	NM_010389	15002	histocompatibility 2
3.08322130394161	477	Sgol1	NM_028232	72415	shugoshin-like 1 (S. pombe) [Source:MGI Symbol
3.07034219046709	4144	Cdca7l	0	217946	cell division cycle associated 7 like [Source:MGI Symbol
3.06937586353346	5580	Rps21	NM_025587	66481	ribosomal protein S21 [Source:MGI Symbol
3.0665858760277	1029	Rad54l	0	19366	RAD54 like (S. cerevisiae) [Source:MGI Symbol
3.06124699219597	235	Kif20b	NM_183046	240641	kinesin family member 20B [Source:MGI Symbol
3.05654388339115	283	Fer1l5	NM_001277076	100534273	fer-1-like 5 (C. elegans) [Source:MGI Symbol
3.03319601364951	205	Ly86	NM_010745	17084	lymphocyte antigen 86 [Source:MGI Symbol
3.03283853933656	1945	Rpl21	NM_019647	19933	ribosomal protein L21 [Source:MGI Symbol
3.0323785149099	177	Gm17705	0	NA	predicted gene
3.02748741668534	889	2310040G24Rik	0	NA	RIKEN cDNA 2310040G24 gene [Source:MGI Symbol
3.02261625161914	272	Ciita	NM_001302618	12265	class II transactivator [Source:MGI Symbol
3.02043963510759	1585	Slc25a23	NM_025877	66972	solute carrier family 25 (mitochondrial carrier
3.0128288352758	207	Kifc1	NM_001195298	100502766	kinesin family member C1 [Source:MGI Symbol
3.00790179282015	4006	Gm4737	NM_001304528	11615	predicted gene 4737 [Source:MGI Symbol
3.00240863681895	2967	Rps23	NM_024175	66475	ribosomal protein S23 [Source:MGI Symbol
3.0019505753891	1784	Trerf1	0	NA	transcriptional regulating factor 1 [Source:MGI Symbol
2.99606412395495	711	Pola1	NM_008892	18968	polymerase (DNA directed)
2.99333742008375	3637	Asrgl1	NM_025610	66514	asparaginase like 1 [Source:MGI Symbol
2.9910333437863	122	Arhgef6	0	73341	Rac/Cdc42 guanine nucleotide exchange factor (GEF) 6 [Source:MGI Symbol
2.98285191978159	1313	Hist1h2bn	NM_178201	319187	histone cluster 1
2.97879738746585	2226	Gamt	NM_010255	14431	guanidinoacetate methyltransferase [Source:MGI Symbol
2.97672431908258	168	Olfm1	NM_019498	56177	olfactomedin 1 [Source:MGI Symbol
2.97671008385677	520	Trf	0	22041	transferrin [Source:MGI Symbol
2.97668689163797	226	Rad51	0	19361	RAD51 recombinase [Source:MGI Symbol
2.97530421021022	517	Fut7	NM_001289454	14347	fucosyltransferase 7 [Source:MGI Symbol
2.97086862658203	2408	Gm6136	0	NA	predicted pseudogene 6136 [Source:MGI Symbol
2.96765792490838	582	Fmo5	NM_001161763	14263	flavin containing monooxygenase 5 [Source:MGI Symbol
2.96719554743906	563	Frat2	NM_177603	212398	frequently rearranged in advanced T cell lymphomas 2 [Source:MGI Symbol
2.96513611972693	2045	Gm6472	0	NA	predicted pseudogene 6472 [Source:MGI Symbol
2.96138230915526	118	Ercc6l	NM_146235	236930	excision repair cross-complementing rodent repair deficiency complementation group 6 like [Source:MGI Symbol
2.96098275821701	1330	Prps2	NM_001313758	110639	phosphoribosyl pyrophosphate synthetase 2 [Source:MGI Symbol
2.95979331613157	3929	Rpl38	NM_023372	67671	ribosomal protein L38 [Source:MGI Symbol
2.95577182657251	3117	Rpl14	NM_025974	67115	ribosomal protein L14 [Source:MGI Symbol
2.94452064045566	3571	Cmss1	NM_025599	66497	cms small ribosomal subunit 1 [Source:MGI Symbol
2.93969164921301	72	Ncapd2	0	68298	non-SMC condensin I complex
2.93748620751951	10771	Prodh	0	19125	proline dehydrogenase [Source:MGI Symbol
2.93356914422242	2031	Rps23-ps1	0	NA	ribosomal protein S23
2.93246482885189	876	Ldlrad3	NM_178886	241576	low density lipoprotein receptor class A domain containing 3 [Source:MGI Symbol
2.92700599292186	3565	Gmds	NM_146041	218138	GDP-mannose 4
2.92432969673864	248	Prkd3	0	75292	protein kinase D3 [Source:MGI Symbol
2.92417483612901	2667	Cd28	0	12487	CD28 antigen [Source:MGI Symbol
2.92229623320775	4412	Gm2000	0	NA	predicted gene 2000 [Source:MGI Symbol
2.92010572893407	19	St8sia4	NM_009183	20452	ST8 alpha-N-acetyl-neuraminide alpha-2
2.9196544631563	4292	Kdelc2	NM_212445	68304	KDEL (Lys-Asp-Glu-Leu) containing 2 [Source:MGI Symbol
2.91836393614069	1019	Rps4x	NM_009094	20102	ribosomal protein S4
2.90734916717833	1620	Smtn	0	29856	smoothelin [Source:MGI Symbol
2.906584180564	2427	Acsf2	NM_153807	264895	acyl-CoA synthetase family member 2 [Source:MGI Symbol
2.90378305971516	2943	Hist1h4f	NM_175655	319157	histone cluster 1
2.90150113213197	392	Alox5	NM_009662	11689	arachidonate 5-lipoxygenase [Source:MGI Symbol
2.90056004995158	7337	Fam195a	NM_026633	68241	family with sequence similarity 195
2.89855958637574	917	Kif18a	NM_139303	228421	kinesin family member 18A [Source:MGI Symbol
2.89527393841002	571	Gm8093	0	NA	predicted gene 8093 [Source:MGI Symbol
2.89462169897984	4461	Gm15427	0	NA	predicted pseudogene 15427 [Source:MGI Symbol
2.89380763239202	3067	Eef2k	NM_007908	13631	eukaryotic elongation factor-2 kinase [Source:MGI Symbol
2.89145750404778	4434	Rps16	NM_013647	20055	ribosomal protein S16 [Source:MGI Symbol
2.89142857572429	535	Sgol2a	NM_199007	68549	shugoshin-like 2a (S. pombe) [Source:MGI Symbol
2.89088795712547	1748	Rpl5	NM_016980	100503670	ribosomal protein L5 [Source:MGI Symbol
2.88652043987399	279	Ncaph	NM_144818	215387	non-SMC condensin I complex
2.88385410264971	626	Gpr65	NM_008152	14744	G-protein coupled receptor 65 [Source:MGI Symbol
2.87576352342428	3805	Gm4617	0	NA	predicted pseudogene 4617 [Source:MGI Symbol
2.87418946825903	2921	Rpl36	NM_018730	54217	ribosomal protein L36 [Source:MGI Symbol
2.87139535115241	181	Pdcd4	NM_011050	18569	programmed cell death 4 [Source:MGI Symbol
2.86964538056519	256	Fcrls	NM_030707	80891	Fc receptor-like S
2.86758515536453	1726	Engase	NM_172573	217364	endo-beta-N-acetylglucosaminidase [Source:MGI Symbol
2.86182843505299	14	Dpy19l1	0	244745	dpy-19-like 1 (C. elegans) [Source:MGI Symbol
2.85729130953688	1717	Ly6c2	0	100041546	lymphocyte antigen 6 complex
2.85388021890686	4547	Rpl36al	0	66483	ribosomal protein L36A-like [Source:MGI Symbol
2.85069513111201	820	Wwp1	NM_001276292	107568	WW domain containing E3 ubiquitin protein ligase 1 [Source:MGI Symbol
2.8441254143024	890	Lamb2	0	16779	laminin
2.84128135253238	6583	0	0	NA	0
2.84004903900253	369	Agap2	NM_001301014	216439	ArfGAP with GTPase domain
2.83714183590001	1298	Rab27a	NM_001301230	11891	RAB27A
2.83708484973378	1196	Fam78a	0	241303	family with sequence similarity 78
2.83686131318387	68	Alms1	NM_145223	236266	Alstrom syndrome 1 [Source:MGI Symbol
2.83647640423889	4752	Rpl35	NM_025592	66489	ribosomal protein L35 [Source:MGI Symbol
2.83597704944951	567	Pkmyt1	NM_023058	268930	protein kinase
2.83026858177856	540	Lbh	NM_029999	77889	limb-bud and heart [Source:MGI Symbol
2.82421475141783	910	Syp	NM_009305	20977	synaptophysin [Source:MGI Symbol
2.82153453327922	603	Crip1	0	12925	cysteine-rich protein 1 (intestinal) [Source:MGI Symbol
2.8205117616173	5522	Atp5g2	NM_026468	67942	ATP synthase
2.81968683346145	1609	Rpl28-ps1	0	NA	ribosomal protein L28
2.81938395724214	4500	Spc25	NM_001199123	66442	SPC25
2.81242565713397	797	Rnf180	NM_027934	71816	ring finger protein 180 [Source:MGI Symbol
2.81038388664114	337	St6gal1	NM_145933	20440	beta galactoside alpha 2
2.81022508628504	622	Gm37488	0	NA	predicted gene
2.80231948343357	8283	Cpeb1	NM_001252526	12877	cytoplasmic polyadenylation element binding protein 1 [Source:MGI Symbol
2.80152252870418	449	Fignl1	NM_021891	60530	fidgetin-like 1 [Source:MGI Symbol
2.79784552034461	572	Gm37589	0	NA	predicted gene
2.79772252411097	3924	Rps19	0	20085	ribosomal protein S19 [Source:MGI Symbol
2.79552105721212	1934	Gm15500	0	NA	predicted pseudogene 15500 [Source:MGI Symbol
2.78828172674825	390	Atm	NM_007499	11920	ataxia telangiectasia mutated [Source:MGI Symbol
2.78568289091168	756	Ggt5	NM_011820	23887	gamma-glutamyltransferase 5 [Source:MGI Symbol
2.78471303776117	1898	Cbx6	NM_028763	494448	chromobox 6 [Source:MGI Symbol
2.77797875976445	3262	Rps18	0	20084	ribosomal protein S18 [Source:MGI Symbol
2.77603930016555	223	Cenpe	NM_173762	229841	centromere protein E [Source:MGI Symbol
2.77372610381591	6218	Nme2	NM_008705	18103	NME/NM23 nucleoside diphosphate kinase 2 [Source:MGI Symbol
2.76944606135732	479	Gprc5c	0	70355	G protein-coupled receptor
2.76693043998229	275	Txndc16	NM_001310534	70561	thioredoxin domain containing 16 [Source:MGI Symbol
2.76666364428933	359	Mbnl1	0	56758	muscleblind-like 1 (Drosophila) [Source:MGI Symbol
2.76597421577837	504	Tbc1d16	NM_172443	207592	TBC1 domain family
2.76543197168423	599	9930120I10Rik	0	NA	RIKEN cDNA 9930120I10 gene [Source:MGI Symbol
2.75514114976364	1923	Ptpn18	0	19253	protein tyrosine phosphatase
2.75151789949596	3494	Rps28	0	54127	ribosomal protein S28 [Source:MGI Symbol
2.75033704087253	2189	Rpl37rt	0	NA	ribosomal protein L37
2.74819831237051	241	Fanci	0	208836	Fanconi anemia
2.7432081564689	2826	Rpl37	NM_026069	67281	ribosomal protein L37 [Source:MGI Symbol
2.74299867845734	672	Fam105a	NM_198301	223433	family with sequence similarity 105
2.74270172856746	4055	Trim37	NM_197987	68729	tripartite motif-containing 37 [Source:MGI Symbol
2.74256215326605	3384	Rpl37a	NM_009084	19981	ribosomal protein L37a [Source:MGI Symbol
2.73772509556229	637	Bicd1	0	12121	bicaudal D homolog 1 (Drosophila) [Source:MGI Symbol
2.733388953236	405	Amot	0	27494	angiomotin [Source:MGI Symbol
2.73108962287748	387	Sap25	0	751865	sin3 associated polypeptide [Source:MGI Symbol
2.72694970922202	4117	Tnfsf13b	0	24099	tumor necrosis factor (ligand) superfamily
2.72607991599653	1889	Rpl28	NM_009081	19943	ribosomal protein L28 [Source:MGI Symbol
2.72539450067483	1437	Rps6	NM_009096	20104	ribosomal protein S6 [Source:MGI Symbol
2.72357914691096	298	Ect2	NM_007900	13605	ect2 oncogene [Source:MGI Symbol
2.72318124544922	853	Lpin1	NM_172950	14245	lipin 1 [Source:MGI Symbol
2.72150390249055	3660	Pter	0	19212	phosphotriesterase related [Source:MGI Symbol
2.7177184528434	273	Sepp1	NM_001042614	20363	selenoprotein P
2.71745202117664	3215	Arhgap19	NM_027667	71085	Rho GTPase activating protein 19 [Source:MGI Symbol
2.70927422900982	1588	Rps7	NM_011300	20115	ribosomal protein S7 [Source:MGI Symbol
2.70676926422542	1677	Rpl17-ps8	0	NA	ribosomal protein L17
2.70601029616807	3197	Rpl26	NM_009080	19941	ribosomal protein L26 [Source:MGI Symbol
2.70278969292699	320	Plcb2	NM_177568	18796	phospholipase C
2.70248197286528	7185	Dchs1	NM_001162943	233651	dachsous 1 (Drosophila) [Source:MGI Symbol
2.70068146933827	432	Lrp5	NM_008513	16973	low density lipoprotein receptor-related protein 5 [Source:MGI Symbol
2.69938950540247	3252	Jpx	0	NA	Jpx transcript
2.69733626966673	2513	Impdh2	NM_011830	23918	inosine 5'-phosphate dehydrogenase 2 [Source:MGI Symbol
2.69601412140357	4546	Mmachc	NM_025962	67096	methylmalonic aciduria cblC type
2.69041018081068	1538	Ucp2	NM_011671	22228	uncoupling protein 2 (mitochondrial
2.69021887991599	6121	Tmem37	NM_019432	170706	transmembrane protein 37 [Source:MGI Symbol
2.68982256851939	234	Ndc80	NM_023294	67052	NDC80 kinetochore complex component [Source:MGI Symbol
2.6896689473671	2351	Rpl4	NM_024212	67891	ribosomal protein L4 [Source:MGI Symbol
2.68946952292114	648	Hist1h2ab	NM_175660	319172	histone cluster 1
2.68207530676598	3174	Pole2	NM_011133	18974	polymerase (DNA directed)
2.67934508986336	3642	Gm10443	0	NA	predicted pseudogene 10443 [Source:MGI Symbol
2.67178649475901	757	Nxpe4	NM_172921	244853	neurexophilin and PC-esterase domain family
2.66990687159823	4092	Rps25	NM_024266	75617	ribosomal protein S25 [Source:MGI Symbol
2.66832146182594	7250	D030028A08Rik	0	NA	RIKEN cDNA D030028A08 gene [Source:MGI Symbol
2.66670414327555	1616	Rack1	0	14694	receptor for activated C kinase 1 [Source:MGI Symbol
2.66409290153149	7308	Dut	NM_001159646	110074	deoxyuridine triphosphatase [Source:MGI Symbol
2.65835909242458	280	Scn3b	NM_001083917	235281	sodium channel
2.65634644315944	1707	Rpl18a	NM_029751	76808	ribosomal protein L18A [Source:MGI Symbol
2.65196692581532	90	Naaa	NM_025972	67111	N-acylethanolamine acid amidase [Source:MGI Symbol
2.65042459482317	788	Itpka	NM_146125	228550	inositol 1
2.64886050151007	1435	Rps6-ps4	0	NA	ribosomal protein S6
2.64355167042652	331	9330160F10Rik	0	NA	RIKEN cDNA 9330160F10 gene [Source:MGI Symbol
2.6420505443219	2515	Igf2bp3	NM_023670	140488	insulin-like growth factor 2 mRNA binding protein 3 [Source:MGI Symbol
2.63930085523259	880	Pfkm	NM_001163488	18642	phosphofructokinase
2.63670852584142	3862	Gm7536	0	NA	predicted gene 7536 [Source:MGI Symbol
2.62856429703656	1870	Bbs12	NM_001008502	241950	Bardet-Biedl syndrome 12 (human) [Source:MGI Symbol
2.62202891571275	794	Ang	NM_001161731	11727	angiogenin
2.62128245958965	498	Rad54b	0	623474	RAD54 homolog B (S. cerevisiae) [Source:MGI Symbol
2.61864234376794	6493	Rpl39	NM_026055	67248	ribosomal protein L39 [Source:MGI Symbol
2.61498894442621	202	Iqgap2	NM_027711	544963	IQ motif containing GTPase activating protein 2 [Source:MGI Symbol
2.61430697734427	7773	Ctps	NM_016748	51797	cytidine 5'-triphosphate synthase [Source:MGI Symbol
2.61043852114497	5582	Rps15a	NM_170669	267019	ribosomal protein S15A [Source:MGI Symbol
2.60844537084331	6085	Wdr12	NM_021312	57750	WD repeat domain 12 [Source:MGI Symbol
2.60379159452725	2819	Rpl31-ps8	0	NA	ribosomal protein L31
2.59707247352179	106	Mcm5	NM_008566	17218	minichromosome maintenance complex component 5 [Source:MGI Symbol
2.59450361707647	972	Retsat	NM_026159	67442	retinol saturase (all trans retinol 13
2.59417681034811	3921	Rpl11	0	67025	ribosomal protein L11 [Source:MGI Symbol
2.59180328938135	6475	Mrpl23-ps1	0	NA	mitichondrial ribosomal protein L23
2.5912304476618	1690	Rpl6	NM_011290	19988	ribosomal protein L6 [Source:MGI Symbol
2.59031447752043	59	Pkib	NM_008863	18768	protein kinase inhibitor beta
2.5868955287837	9559	Gmpr	NM_025508	66355	guanosine monophosphate reductase [Source:MGI Symbol
2.58459717707743	1163	Dbp	NM_016974	13170	D site albumin promoter binding protein [Source:MGI Symbol
2.58209235068219	3199	S100a1	NM_011309	20193	S100 calcium binding protein A1 [Source:MGI Symbol
2.58140703606109	3890	H2-Ab1	NM_207105	14961	histocompatibility 2
2.58098596574876	2655	Rpl10-ps3	0	NA	ribosomal protein L10
2.57931180168566	5082	Gm10036	0	NA	predicted gene 10036 [Source:MGI Symbol
2.57796211540419	292	Cdkn2c	NM_001301368	12580	cyclin-dependent kinase inhibitor 2C (p18
2.57513758994599	1060	St3gal4	NM_009178	20443	ST3 beta-galactoside alpha-2
2.57335884698674	4398	Hddc2	NM_027168	69692	HD domain containing 2 [Source:MGI Symbol
2.56819973009945	411	Kdm2b	NM_001003953	30841	lysine (K)-specific demethylase 2B [Source:MGI Symbol
2.56593344805577	180	Psat1	NM_177420	107272	phosphoserine aminotransferase 1 [Source:MGI Symbol
2.56528517163416	8377	Slc24a5	NM_175034	317750	solute carrier family 24
2.56197129825012	1360	Hist1h2bb	NM_175664	319178	histone cluster 1
2.56179890977746	5195	Xk	NM_023500	22439	X-linked Kx blood group [Source:MGI Symbol
2.56152902489162	5592	Adcy2	NM_153534	210044	adenylate cyclase 2 [Source:MGI Symbol
2.56122299611461	607	Patz1	0	56218	POZ (BTB) and AT hook containing zinc finger 1 [Source:MGI Symbol
2.56104558747611	639	Slit1	0	20562	slit homolog 1 (Drosophila) [Source:MGI Symbol
2.55818174719993	1847	D630030B08Rik	0	NA	RIKEN cDNA D630030B08 gene [Source:MGI Symbol
2.55617429643874	5880	Mthfd1	NM_138745	108156	methylenetetrahydrofolate dehydrogenase (NADP+ dependent)
2.55509417141202	4477	Gm10288	0	NA	predicted gene 10288 [Source:MGI Symbol
2.55386838002365	4960	Fam132a	NM_026125	67389	family with sequence similarity 132
2.55153857993014	4685	Rpl9-ps6	0	NA	ribosomal protein L9
2.55014338304872	4842	Rplp2	NM_026020	67186	ribosomal protein
2.54203057130806	770	Gm43481	0	NA	predicted gene 43481 [Source:MGI Symbol
2.54107635389579	461	Slc16a7	0	20503	solute carrier family 16 (monocarboxylic acid transporters)
2.54022031466485	2591	Rpl13	NM_016738	270106	ribosomal protein L13 [Source:MGI Symbol
2.53640317213874	4064	Aatk	NM_007377	11302	apoptosis-associated tyrosine kinase [Source:MGI Symbol
2.53471624021398	1785	Pvt1	0	NA	plasmacytoma variant translocation 1 [Source:MGI Symbol
2.53259387580592	5404	mt-Nd1	17716	17716	mitochondrially encoded NADH dehydrogenase 1 [Source:MGI Symbol
2.53178098825624	2758	Zfp30	NM_013705	22693	zinc finger protein 30 [Source:MGI Symbol
2.53161440962608	2122	Gm8226	0	NA	predicted gene 8226 [Source:MGI Symbol
2.530355272089	1096	Qpct	NM_027455	70536	glutaminyl-peptide cyclotransferase (glutaminyl cyclase) [Source:MGI Symbol
2.52786743102085	3581	Cluh	NM_001081158	74148	clustered mitochondria (cluA/CLU1) homolog [Source:MGI Symbol
2.52133777027173	3693	Rpl30	NM_001163485	19946	ribosomal protein L30 [Source:MGI Symbol
2.51601919530676	4242	Rps17	0	20068	ribosomal protein S17 [Source:MGI Symbol
2.5140901699727	4256	Fkbp9	NM_012056	27055	FK506 binding protein 9 [Source:MGI Symbol
2.51352559157238	3812	Rps16-ps2	0	NA	ribosomal protein S16
2.51100555536701	2711	Gm9794	0	NA	predicted pseudogene 9794 [Source:MGI Symbol
2.51070798559809	5597	Tlr5	0	53791	toll-like receptor 5 [Source:MGI Symbol
2.5089103698142	8957	Ier5l	NM_030244	72500	immediate early response 5-like [Source:MGI Symbol
2.50708438844232	3750	Rpl32	NM_172086	19951	ribosomal protein L32 [Source:MGI Symbol
2.50455944697866	3539	Gpr160	0	71862	G protein-coupled receptor 160 [Source:MGI Symbol
2.50410513436404	3846	Cdc7	NM_001271567	12545	cell division cycle 7 (S. cerevisiae) [Source:MGI Symbol
2.50301053043747	2510	Rpl23	NM_022891	65019	ribosomal protein L23 [Source:MGI Symbol
2.50047694836075	3608	Rpl27a	NM_011975	26451	ribosomal protein L27A [Source:MGI Symbol
2.50007206412881	9380	Gm20390	0	NA	predicted gene 20390 [Source:MGI Symbol
2.49870925031481	290	Tbc1d31	NM_001081396	210544	TBC1 domain family
2.49829750750643	23	Camk1d	NM_177343	227541	calcium/calmodulin-dependent protein kinase ID [Source:MGI Symbol
2.49462871223901	1931	Pccb	NM_001311149	66904	propionyl Coenzyme A carboxylase
2.49427101844716	3243	Rps8	NM_009098	20116	ribosomal protein S8 [Source:MGI Symbol
2.49330912719443	1166	Mir99ahg	0	NA	Mir99a and Mirlet7c-1 host gene (non-protein coding) [Source:MGI Symbol
2.48839789039459	3291	Ube2t	NM_026024	67196	ubiquitin-conjugating enzyme E2T [Source:MGI Symbol
2.48530793697056	804	Zfp36l1	NM_007564	12192	zinc finger protein 36
2.4831520210832	184	Slc46a3	0	71706	solute carrier family 46
2.4818025472593	1104	Ndnf	NM_172399	68169	neuron-derived neurotrophic factor [Source:MGI Symbol
2.48068104754448	3623	Gm14681	0	NA	predicted gene 14681 [Source:MGI Symbol
2.48000529589821	430	Myc	0	17869	myelocytomatosis oncogene [Source:MGI Symbol
2.47837020866717	378	Espl1	NM_001014976	105988	extra spindle pole bodies 1
2.47817705876184	1883	Rps13-ps2	0	NA	ribosomal protein S13
2.47422602062684	524	Batf3	0	381319	basic leucine zipper transcription factor
2.4727574674901	2316	Rps3a1	NM_016959	20091	ribosomal protein S3A1 [Source:MGI Symbol
2.46987658981952	1384	Gm44951	0	NA	predicted gene 44951 [Source:MGI Symbol
